#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B27D27
#Date Time: 2025-04-08 11:38:30.071
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10000 Hz
#BINs: 4097
#Rate: 20000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.62013 V
#Offset: -0.000216306 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.52299 V
#Offset: -4.06484e-06 V
#Attenuation: 1 X
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 2.25 kHz
#Period: 444.4444444 us
#Amplitude: 5 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz),Trace 2 (V),Phase (deg)
415.0390625,6.276594728987516e-05,154.6424392164541
417.48046875,8.019693914105701e-05,153.8023208061457
419.921875,8.186126373228587e-05,157.6096077303847
422.36328125,7.270834136913853e-05,164.5455925573997
424.8046875,5.199379047408732e-05,1.433571943434097
427.24609375,4.344193989169531e-05,45.01181965178518
429.6875,5.293144498883503e-05,67.85589481068058
432.12890625,4.761704019231407e-05,81.72832056891198
434.5703125,4.127531620346025e-05,106.2837849874496
437.01171875,3.32473373196322e-05,136.0970871356623
439.453125,3.472154985934289e-05,176.9924550872874
441.89453125,4.093423532167888e-05,6.122499708408623
444.3359375,3.845369066891981e-05,4.777220040676402
446.77734375,3.648821162839329e-05,178.0627372237556
449.21875,4.038652214297803e-05,159.3462502867868
451.66015625,4.560451887301369e-05,144.3614388549381
454.1015625,4.634618724903224e-05,132.6135777522979
456.54296875,4.528529173096836e-05,118.394194842956
458.984375,3.678745077683167e-05,111.3764820871748
461.42578125,1.763927003364649e-05,117.5028922582909
463.8671875,9.717662557068304e-07,107.5016488182989
466.30859375,1.518815335040286e-05,116.9786262786877
468.75,3.581149384119277e-05,111.6724877804438
471.19140625,4.635950530354495e-05,117.9747936280525
473.6328125,4.653951941803669e-05,129.0781680396659
476.07421875,4.28339592839903e-05,140.432628288923
478.515625,3.173206021158489e-05,166.0781975531455
480.95703125,2.965698200449047e-05,34.52519780786028
483.3984375,3.380848539317487e-05,73.88497281759521
485.83984375,4.078725615737021e-05,104.7453366685301
488.28125,4.656574181342326e-05,115.3932320580036
490.72265625,4.640400391462498e-05,121.2274532508771
493.1640625,3.314361166510285e-05,133.1056576105458
495.60546875,1.187536725090843e-05,18.55325383500862
498.046875,2.690491752870775e-05,90.03612148649343
500.48828125,4.34703389294552e-05,103.8891776574504
502.9296875,5.68000778362529e-05,111.3703674870634
505.37109375,5.132975232445393e-05,118.8021870410563
507.8125,3.840281623582636e-05,135.6866801897893
510.25390625,3.550387241079909e-05,149.2269638955555
512.6953125,3.213571208581707e-05,152.5743922185974
515.13671875,2.771865661602136e-05,150.5473031031049
517.578125,2.861417345130176e-05,147.851059819542
520.01953125,3.503782574113197e-05,144.7542571030228
522.4609375,3.997504551976475e-05,138.3129985416103
524.90234375,3.772625862508345e-05,144.7767433202644
527.34375,3.530538940604961e-05,157.0967224459259
529.78515625,2.639104785053138e-05,161.5952375497153
532.2265625,8.008529766873899e-06,18.30288922743132
534.66796875,1.168165293980206e-05,155.2987399341925
537.109375,2.656197237712122e-05,174.3966906140986
539.55078125,4.279212555727669e-05,165.5097080959419
541.9921875,5.638663544246077e-05,155.1709709389655
544.43359375,5.896959990499349e-05,139.0430438072393
546.875,5.451391951318706e-05,113.0450360947769
549.31640625,5.204544119932551e-05,97.09376493258698
551.7578125,4.226760963149537e-05,87.72989242712308
554.19921875,3.003403467544091e-05,58.64241608339628
556.640625,2.030643455370189e-05,39.42195615135174
559.08203125,1.663916402151552e-05,58.73355302256952
561.5234375,2.410465742596597e-05,61.32185212000257
563.96484375,2.552200875725886e-05,57.87441213872145
566.40625,2.40399317529602e-05,64.98237889799016
568.84765625,2.176950299944585e-05,77.83355878248241
571.2890625,2.717438660934461e-05,84.73258294690257
573.73046875,5.210533878636057e-05,80.26365975954782
576.171875,7.893957382737453e-05,79.87657631393309
578.61328125,9.487733179021087e-05,78.1452657048566
581.0546875,0.0001010092834200725,72.42600812961184
583.49609375,9.071550086668767e-05,63.47933893120524
585.9375,7.126480089676173e-05,43.67792632016022
588.37890625,5.51882034111619e-05,14.73144111206786
590.8203125,4.294531554500491e-05,162.7813896365778
593.26171875,4.049399935271627e-05,130.8957858973002
595.703125,3.901121065368046e-05,105.4603222988608
598.14453125,3.129645148162199e-05,93.26138226552206
600.5859375,1.47640479582423e-05,111.9773885746948
603.02734375,7.435187882642792e-06,49.72585558452349
605.46875,1.154372719740806e-05,95.42271230384662
607.91015625,9.478826624822059e-06,96.98338494504937
610.3515625,3.410527427116135e-06,54.8026564501989
612.79296875,1.20450459513509e-05,116.0012222186368
615.234375,2.681327350426962e-05,114.3756478252924
617.67578125,3.607217972174842e-05,111.5239479995245
620.1171875,3.866885578613857e-05,96.15656473423844
622.55859375,3.915603842166594e-05,77.78506669891091
625,2.579260428080407e-05,64.43147459820001
627.44140625,4.218474519471593e-06,42.34535835169781
629.8828125,1.393944253608898e-05,25.14062275890563
632.32421875,3.418426687553341e-05,24.50903410577917
634.765625,5.636486439588933e-05,20.35209859078913
637.20703125,7.108704837011859e-05,8.183797917277875
639.6484375,6.858634186021793e-05,6.616898103989809
642.08984375,5.958823422227777e-05,16.87802300486415
644.53125,4.802469856783535e-05,27.92066345367498
646.97265625,3.43590366822154e-05,60.48347352742016
649.4140625,3.332527307485959e-05,103.9415947160232
651.85546875,3.321851945565128e-05,136.3490124750619
654.296875,3.44138856347903e-05,157.5349747599268
656.73828125,3.468626203763875e-05,175.7118634091846
659.1796875,3.286966524900509e-05,4.843316064155642
661.62109375,1.980093989511596e-05,177.3075756099485
664.0625,4.281270842450584e-06,63.18383262365627
666.50390625,2.042590390457731e-05,124.8656726961451
668.9453125,3.314192121950291e-05,128.8022533041024
671.38671875,3.768528229243371e-05,118.8562139303473
673.828125,3.248254893874644e-05,92.16844813516398
676.26953125,2.90703658402767e-05,55.22004917961332
678.7109375,2.965950822388725e-05,38.05733210988438
681.15234375,2.517784584643352e-05,38.57234673208456
683.59375,2.267626127845226e-05,63.39962361598501
686.03515625,2.774506763988588e-05,84.01822843945997
688.4765625,3.056826887350322e-05,64.00179888281455
690.91796875,4.184565101329348e-05,34.66710138661264
693.359375,4.689597921883895e-05,17.1516010026352
695.80078125,4.616480772151053e-05,178.5504087744235
698.2421875,4.009384650393649e-05,157.9879982523425
700.68359375,2.76918263117217e-05,138.173114265962
703.125,1.038529583721289e-05,126.7128126610789
705.56640625,9.763872930549039e-06,3.093327376096048
708.0078125,1.555479052752945e-05,3.237569503565131
710.44921875,1.681059966901455e-05,52.9520022455138
712.890625,3.153336788620608e-05,69.19806967621126
715.33203125,3.318139372247002e-05,75.67145869097341
717.7734375,2.88907770537531e-05,98.1774570306617
720.21484375,2.112623200331927e-05,129.837646503624
722.65625,2.765225009563153e-05,4.982825887967887
725.09765625,4.642236213404426e-05,6.490944869698244
727.5390625,5.131772577195872e-05,4.472729753817696
729.98046875,4.79984445268012e-05,12.57592317628192
732.421875,4.036693637509523e-05,10.341855461618
734.86328125,1.687237702650236e-05,179.660076953014
737.3046875,9.765642133173866e-06,45.32776748561752
739.74609375,2.648665797543211e-05,63.35648383832283
742.1875,3.356767542755727e-05,79.03573804730864
744.62890625,2.863355921539792e-05,112.1664376362172
747.0703125,3.992903172857763e-05,150.5590895319734
749.51171875,5.133385194960566e-05,169.5033521670932
751.953125,5.347091031848367e-05,179.6528487727706
754.39453125,4.094656546820404e-05,0.6802041162840337
756.8359375,2.08467614360888e-05,14.27311302917815
759.27734375,8.333711504830664e-06,88.91907334885475
761.71875,1.891586678235858e-05,156.6315116547869
764.16015625,3.360287421227394e-05,167.7409355294257
766.6015625,4.605709686190188e-05,171.4613390380877
769.04296875,5.085968200007537e-05,167.0801509990721
771.484375,4.87550060112373e-05,162.9004645801233
773.92578125,3.98080863834903e-05,160.8516491184501
776.3671875,2.250458437432278e-05,164.9151313344884
778.80859375,8.22436398668307e-06,79.23688077010374
781.25,2.946677932467891e-05,131.6995744015062
783.69140625,4.709943143909107e-05,139.8462523732981
786.1328125,5.109096703681898e-05,152.8403708817754
788.57421875,4.757020150568588e-05,170.8053075623714
791.015625,4.392610297095301e-05,9.664845076145081
793.45703125,4.090939709926916e-05,38.50338704236145
795.8984375,3.574524549047187e-05,64.49470953766529
798.33984375,2.107224697221124e-05,81.28658578986769
800.78125,1.144824632003548e-05,91.12091464991023
803.22265625,1.120516773857884e-05,40.9373813277556
805.6640625,2.568827733511839e-05,11.44515087310367
808.10546875,4.2811547748064e-05,18.64767927130629
810.546875,5.061680702350801e-05,30.79468381939145
812.98828125,4.1253573655701e-05,46.53014720819673
815.4296875,2.813953067860237e-05,87.6248548327172
817.87109375,3.390019393406621e-05,136.3194026635857
820.3125,4.682415829957598e-05,160.3527791928026
822.75390625,5.360450996151174e-05,175.0373598981919
825.1953125,4.858752076257124e-05,7.697572547999939
827.63671875,3.817738153962042e-05,18.43875853400126
830.078125,2.925947941035689e-05,39.26927206740681
832.51953125,3.219788014151286e-05,69.92621613726523
834.9609375,2.760230198452693e-05,77.64241461778322
837.40234375,1.346666593428505e-05,66.41708215271447
839.84375,9.638437094898446e-06,55.06854097558806
842.28515625,8.261081421569552e-06,174.1494613677309
844.7265625,1.319745834571559e-05,150.4955632323302
847.16796875,1.715183374636327e-05,18.9549425977369
849.609375,2.623913713769092e-05,30.84228094178102
852.05078125,2.895264907246615e-05,18.39952564510588
854.4921875,3.637872657000683e-05,1.097541791974519
856.93359375,4.220774454089877e-05,174.9796455791422
859.375,3.809401500423702e-05,170.8316505600738
861.81640625,3.228585571347359e-05,153.5273538373467
864.2578125,2.683461555029985e-05,119.8199747453018
866.69921875,3.217746505792444e-05,83.99115125629835
869.140625,3.786561648093962e-05,81.48744932626136
871.58203125,2.772304158650448e-05,82.8742992198482
874.0234375,5.861886950212653e-06,70.81566015359296
876.46484375,1.746006742325422e-05,47.59299653588693
878.90625,2.6679963549891e-05,48.33840921982756
881.34765625,2.629161833579655e-05,71.29201613220941
883.7890625,2.96789292686716e-05,75.20907732195889
886.23046875,2.27242241613896e-05,83.42980180366025
888.671875,2.285488138083879e-05,133.1372578714045
891.11328125,2.678782350612922e-05,146.1969587419673
893.5546875,2.099196590058416e-05,161.9751718659237
895.99609375,1.875868489601372e-05,17.63175550280347
898.4375,1.265993801262238e-05,33.94032352732452
900.87890625,8.761685367640868e-06,175.893494107032
903.3203125,9.033105792290989e-06,5.832236462946431
905.76171875,1.654816079450841e-05,54.34678392104978
908.203125,3.384000719521389e-05,54.03027989080154
910.64453125,4.481295426184737e-05,57.67937865824181
913.0859375,4.326373115100582e-05,66.52818935599829
915.52734375,2.589237304384456e-05,86.74130947176398
917.96875,1.530548929579163e-05,21.5977073779647
920.41015625,4.150481383393888e-05,53.8767599903778
922.8515625,5.840409732845209e-05,46.29604841386493
925.29296875,6.499086808405023e-05,51.24409640414314
927.734375,6.140631657653278e-05,64.28306265114074
930.17578125,5.519880080869963e-05,64.75033324951346
932.6171875,5.762589070959148e-05,66.49982676601719
935.05859375,5.32054226624656e-05,65.53110344247725
937.5,3.774388228696405e-05,54.87024726349046
939.94140625,1.833180676542813e-05,56.46455534877736
942.3828125,1.086695023803237e-05,160.6892639508398
944.82421875,2.555305129998776e-05,177.3177262809116
947.265625,3.178196866701622e-05,176.3879902101254
949.70703125,2.659967695787782e-05,176.2567921713244
952.1484375,8.672964227821313e-06,149.3467737806536
954.58984375,1.371273040293405e-05,35.36717685609437
957.03125,2.114709569115836e-05,32.93903419840974
959.47265625,2.400561497407584e-05,44.5580122467782
961.9140625,2.580610874644844e-05,48.06885019043357
964.35546875,2.25034932038856e-05,24.56679888592761
966.796875,2.38909574675801e-05,162.5211243615176
969.23828125,2.897989942949965e-05,132.7498588910311
971.6796875,3.089411300410331e-05,114.5649562499878
974.12109375,2.304925355833218e-05,105.49222739169
976.5625,9.156305711107452e-06,75.43942960433237
979.00390625,6.174290196477001e-06,154.2510179542
981.4453125,1.038145270881873e-05,81.65814791614331
983.88671875,8.510794478246647e-06,53.29783657124674
986.328125,6.416057888254999e-06,105.5536348456772
988.76953125,1.509657024290061e-05,102.5718232394497
991.2109375,2.596857347528919e-05,102.889063098661
993.65234375,3.676226157581718e-05,95.66037190167256
996.09375,3.424474002068107e-05,96.28861685519048
998.53515625,2.34800481476841e-05,102.2624153133836
1000.9765625,1.237127915979578e-05,122.0494112528241
1003.41796875,9.827151965349856e-06,0.9834478592786586
1005.859375,1.621561114054768e-05,20.19054543210573
1008.30078125,2.25521392621246e-05,23.90883405608634
1010.7421875,1.94273902970809e-05,49.39733858410482
1013.18359375,1.836808127168931e-05,108.4926841192503
1015.625,2.186519703794308e-05,148.9779851447424
1018.06640625,2.026109072035665e-05,4.374439014009823
1020.5078125,2.290120486898103e-05,67.88370903205954
1022.94921875,3.722736582578376e-05,99.75267480128088
1025.390625,3.54173730861046e-05,117.570373203468
1027.83203125,2.198924755092802e-05,157.8252691471431
1030.2734375,2.273309197950911e-05,57.07331265893922
1032.71484375,3.274513674304851e-05,88.83187790529605
1035.15625,2.746392221090501e-05,104.4526501539072
1037.59765625,1.37883314017685e-05,141.9070748823843
1040.0390625,2.33498459758452e-05,41.26821307790933
1042.48046875,5.353837281014119e-05,50.13970150168821
1044.921875,7.752563542209999e-05,49.16927650437692
1047.36328125,8.479929040882821e-05,43.09268019154269
1049.8046875,8.348788413751902e-05,32.88544666643342
1052.24609375,7.551109757373394e-05,25.88227271660798
1054.6875,5.603153901001544e-05,16.09949619277096
1057.12890625,3.774438577558367e-05,177.3158544776734
1059.5703125,2.23609759740797e-05,1.103913910565004
1062.01171875,7.848435720874476e-06,49.72259615020174
1064.453125,1.493747390036612e-05,162.0592003974982
1066.89453125,3.807778005758964e-05,167.7493503088065
1069.3359375,5.10572922575536e-05,0.4376622098938338
1071.77734375,5.047830611407693e-05,19.56791922207739
1074.21875,4.05441020042054e-05,25.43112335906074
1076.66015625,3.307205065418434e-05,43.10526080340995
1079.1015625,4.035266088953035e-05,72.45556834115452
1081.54296875,5.481660312043442e-05,80.9398984204289
1083.984375,7.939094945877565e-05,74.87648733784614
1086.42578125,8.572465313491884e-05,74.32244621577715
1088.8671875,5.829513962715278e-05,86.47613411010818
1091.30859375,2.887721478866602e-05,112.9295344890078
1093.75,1.669491110757062e-05,0.7095832437280035
1096.19140625,2.654656983360213e-05,45.3134015021033
1098.6328125,2.512223405066577e-05,60.354338943527
1101.07421875,1.016786086454469e-05,100.3587317629181
1103.515625,1.135473168151068e-05,179.3896689032428
1105.95703125,4.175496986080723e-06,141.6873199743742
1108.3984375,5.773580993339644e-06,67.74840534335405
1110.83984375,1.073699049289016e-05,152.6795361418799
1113.28125,2.185872828346242e-05,139.0073047251296
1115.72265625,3.32561487882312e-05,126.8447345200957
1118.1640625,3.710072052862191e-05,132.7758167369355
1120.60546875,2.692475422966043e-05,131.4023189402736
1123.046875,1.61127480944681e-05,136.4171175119112
1125.48828125,1.487925392444401e-05,1.983004543928894
1127.9296875,2.034941369527265e-05,43.02090253354464
1130.37109375,3.069404725521388e-05,55.38393428985039
1132.8125,3.924989476483104e-05,50.35837288670579
1135.25390625,3.953185274528272e-05,48.48510575387296
1137.6953125,3.522434358881003e-05,50.90035762173398
1140.13671875,3.498681374303101e-05,50.40901504303913
1142.578125,3.379976903967709e-05,49.3691993474964
1145.01953125,2.7393326389198e-05,39.58364477460719
1147.4609375,2.726014824630813e-05,10.7729795158372
1149.90234375,3.293114015874363e-05,156.9121667841702
1152.34375,3.672425617498152e-05,130.8328261258944
1154.78515625,3.007896558472262e-05,110.253655296847
1157.2265625,1.646881805566954e-05,80.86922116440503
1159.66796875,7.479145479603494e-06,123.2690823558246
1162.109375,2.09326396334376e-05,77.05878597740191
1164.55078125,2.245684001241195e-05,46.50152189164677
1166.9921875,2.333395633909704e-05,5.125927623027267
1169.43359375,2.593012837409841e-05,145.2920485021033
1171.875,2.369192146812657e-05,116.3480730871873
1174.31640625,1.523815129537348e-05,94.07616416431925
1176.7578125,3.288182860502748e-06,130.9779127492438
1179.19921875,9.175439296538281e-06,49.44708190375302
1181.640625,8.826786631480877e-06,83.00445080584204
1184.08203125,1.013671419704717e-05,83.39414753087441
1186.5234375,1.369633043443427e-05,26.85597578861886
1188.96484375,2.680642796183335e-05,12.54242373344657
1191.40625,3.75167469057392e-05,12.0726211283123
1193.84765625,4.121153669990031e-05,174.0306186265323
1196.2890625,3.868759528439939e-05,164.3523406078181
1198.73046875,2.630085279606917e-05,164.6462164142731
1201.171875,1.686968603997303e-05,154.7468340733517
1203.61328125,1.164410245785528e-05,171.5072289896754
1206.0546875,1.860331164664149e-05,18.58642321493078
1208.49609375,2.735163642642435e-05,0.4198135718932197
1210.9375,2.867806512858771e-05,161.9489889796747
1213.37890625,2.377589848373859e-05,165.0294346259889
1215.8203125,2.1093836096874e-05,178.9001302046565
1218.26171875,1.779147084760874e-05,14.98951414020098
1220.703125,1.338870491610117e-05,36.17241474313356
1223.14453125,5.619587608702012e-06,172.8252836338241
1225.5859375,1.659782810725311e-05,98.3400085156958
1228.02734375,2.811494319245718e-05,91.61291622488643
1230.46875,3.467128577491723e-05,89.93818126024124
1232.91015625,3.540827235001048e-05,91.25369802038671
1235.3515625,3.134003121286363e-05,94.64104683539708
1237.79296875,3.016462434632738e-05,104.8546380081623
1240.234375,2.811961896211255e-05,116.6419226800049
1242.67578125,1.794935572834279e-05,114.4434591109375
1245.1171875,1.524284398739771e-05,103.6192275117213
1247.55859375,1.268531925655123e-05,98.77473720863384
1250,6.630485222163748e-06,64.96626885170069
1252.44140625,7.830755576163134e-06,84.54481718766816
1254.8828125,1.012238750431908e-05,125.4560485128404
1257.32421875,1.538336925915976e-05,162.4846538946091
1259.765625,1.592928715548911e-05,165.8207117119339
1262.20703125,8.131806709042166e-06,134.9024786317627
1264.6484375,9.687865290165365e-06,107.4969232224837
1267.08984375,8.465179275635471e-06,135.8618971858639
1269.53125,6.786002117407558e-06,149.0127237671003
1271.97265625,1.645320771539581e-05,147.8218383921176
1274.4140625,3.231048636913309e-05,171.4709473237246
1276.85546875,4.018370635416815e-05,2.959949345117608
1279.296875,4.365753150665608e-05,2.595928704090671
1281.73828125,4.835698702389763e-05,15.96222268715536
1284.1796875,4.950859478650218e-05,33.16544442198842
1286.62109375,4.523701634894772e-05,38.53041545644324
1289.0625,4.185975088990637e-05,47.33485221466831
1291.50390625,3.402370528008313e-05,54.42095292354821
1293.9453125,1.741651262894488e-05,50.03135773141508
